strategy,set_id,evidence_grade,threshold_summary,pig_status,recommendable,hard_count,hard_percentage_all_notes,hard_percentage_assigned_notes,gt_eligible_notes,gt_hard_count,gt_hard_percentage,gt_error_count,gt_selected_errors,gt_error_recall,gt_precision,gt_correct_sieve_rate,gt_enrichment,assigned_gt_error_recall,assigned_gt_precision,macro_finger_recall,worst_finger,cluster_count,replicates,error_recall_ci_low,error_recall_ci_high,precision_ci_low,precision_ci_high
blacklist,bl_rate_q990__ni_k2_r1,empirically_calibrated,"LOPO 99th percentile; physical must-alert; Noinfo k=2, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,27794,0.0546457971652763,0.06398648166437601,1800,87,0.04833333333333333,392,10,0.025510204081632654,0.11494252873563218,0.0546875,0.5277973258268825,0.08547008547008547,0.11494252873563218,0.021635001930776575,L1,11,2000,0.007628621697551009,0.040860508042541974,0.03896103896103896,0.2
blacklist,bl_crossing__ni_k3_r4,research_supported_corroboration_required,"non-thumb crossing; physical must-alert; Noinfo k=3, radius=4","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,28716,0.05645854182190668,0.06610908136555449,1800,89,0.049444444444444444,392,14,0.03571428571428571,0.15730337078651685,0.053267045454545456,0.7223113964686999,0.11965811965811966,0.15730337078651685,0.024559325650874948,L1,11,2000,0.01840410286137546,0.05248197023170168,0.09676224611708482,0.2500833333333329
blacklist,bl_crossing__ni_k2_r1,research_supported_corroboration_required,"non-thumb crossing; physical must-alert; Noinfo k=2, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,30453,0.059873658382174545,0.07010794869846883,1800,95,0.05277777777777778,392,12,0.030612244897959183,0.12631578947368421,0.05894886363636364,0.5800214822771215,0.10256410256410256,0.12631578947368421,0.020181177976952624,L1,11,2000,0.011832579185520362,0.051098141856192984,0.05616416978776529,0.2127886888525185
blacklist,bl_two_signal_strict,mixed,at least 2 of 4 families,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,31066,0.061078877985769366,0.07151917821779899,1800,90,0.05,392,16,0.04081632653061224,0.17777777777777778,0.052556818181818184,0.816326530612245,0.13675213675213677,0.17777777777777778,0.03035334548492443,L1,11,2000,0.016846491554431135,0.06713780918727916,0.09090909090909091,0.24742268041237114
blacklist,bl_two_signal_strict__ni_k5_r1,mixed,"at least 2 of 4 families; physical must-alert; Noinfo k=5, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,31515,0.06196165710814142,0.07255285204190869,1800,90,0.05,392,16,0.04081632653061224,0.17777777777777778,0.052556818181818184,0.816326530612245,0.13675213675213677,0.17777777777777778,0.03035334548492443,L1,11,2000,0.016846491554431135,0.06713780918727916,0.09090909090909091,0.24742268041237114
blacklist,bl_two_signal_strict__ni_k5_r2,mixed,"at least 2 of 4 families; physical must-alert; Noinfo k=5, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,32015,0.06294470735577179,0.07370393647855644,1800,90,0.05,392,16,0.04081632653061224,0.17777777777777778,0.052556818181818184,0.816326530612245,0.13675213675213677,0.17777777777777778,0.03035334548492443,L1,11,2000,0.016846491554431135,0.06713780918727916,0.09090909090909091,0.24742268041237114
blacklist,bl_two_signal_strict__ni_k5_r4,mixed,"at least 2 of 4 families; physical must-alert; Noinfo k=5, radius=4","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,32961,0.06480463842428842,0.07588178823269402,1800,90,0.05,392,16,0.04081632653061224,0.17777777777777778,0.052556818181818184,0.816326530612245,0.13675213675213677,0.17777777777777778,0.03035334548492443,L1,11,2000,0.016846491554431135,0.06713780918727916,0.09090909090909091,0.24742268041237114
blacklist,bl_rate_q975__ni_k3_r4,empirically_calibrated,"LOPO 97.5th percentile; physical must-alert; Noinfo k=3, radius=4","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,33699,0.06625562058979083,0.07758078886118612,1800,103,0.05722222222222222,392,15,0.03826530612244898,0.14563106796116504,0.0625,0.6687140875767783,0.1282051282051282,0.14563106796116504,0.03772060881215811,L1,11,2000,0.019543973941368076,0.05159844762117488,0.10344827586206896,0.2
blacklist,bl_two_signal_strict__ni_k3_r1,mixed,"at least 2 of 4 families; physical must-alert; Noinfo k=3, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,35656,0.07010327925901605,0.08208613334622548,1800,104,0.057777777777777775,392,17,0.04336734693877551,0.16346153846153846,0.06178977272727273,0.7505886970172685,0.1452991452991453,0.16346153846153846,0.03176179618914978,L1,11,2000,0.020595965569354096,0.0675685192234488,0.08736808780075982,0.23158215661103979
blacklist,bl_rate_q975__ni_k2_r1,empirically_calibrated,"LOPO 97.5th percentile; physical must-alert; Noinfo k=2, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,35876,0.0705358213679734,0.0825926104983505,1800,112,0.06222222222222222,392,12,0.030612244897959183,0.10714285714285714,0.07102272727272728,0.49198250728862974,0.10256410256410256,0.10714285714285714,0.03182730962308427,L1,11,2000,0.012629269097508661,0.04563085677493451,0.048189874884151995,0.1789512961508248
blacklist,bl_practical_or_crossing,mixed,MaxPrac OR crossing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,39443,0.07754890183456838,0.09080444686939566,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421,0.1111111111111111,0.09923664122137404,0.022687400318979263,L1,11,2000,0.014180910829548171,0.05699580369983648,0.04346657316503039,0.16842739378566896
blacklist,bl_span_practical,research_supported,Parncutt MaxPrac,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,39443,0.07754890183456838,0.09080444686939566,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421,0.1111111111111111,0.09923664122137404,0.022687400318979263,L1,11,2000,0.014180910829548171,0.05699580369983648,0.04346657316503039,0.16842739378566896
blacklist,bl_practical_or_crossing__ni_k5_r1,mixed,"MaxPrac OR crossing; physical must-alert; Noinfo k=5, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,39866,0.07838056234406365,0.09177826430279967,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421,0.1111111111111111,0.09923664122137404,0.022687400318979263,L1,11,2000,0.014180910829548171,0.05699580369983648,0.04346657316503039,0.16842739378566896
blacklist,bl_span_practical__ni_k5_r1,research_supported,"Parncutt MaxPrac; physical must-alert; Noinfo k=5, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,39866,0.07838056234406365,0.09177826430279967,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421,0.1111111111111111,0.09923664122137404,0.022687400318979263,L1,11,2000,0.014180910829548171,0.05699580369983648,0.04346657316503039,0.16842739378566896
blacklist,bl_two_signal_strict__ni_k3_r2,mixed,"at least 2 of 4 families; physical must-alert; Noinfo k=3, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,40149,0.07893696878422243,0.0924297780939423,1800,119,0.0661111111111111,392,19,0.04846938775510204,0.15966386554621848,0.07102272727272728,0.7331504030183502,0.1623931623931624,0.15966386554621848,0.03567024689337514,L1,11,2000,0.025771389343867423,0.07097373414561067,0.08420316525579684,0.23200357142857142
blacklist,bl_practical_or_crossing__ni_k5_r2,mixed,"MaxPrac OR crossing; physical must-alert; Noinfo k=5, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,40336,0.07930462957683619,0.09286028367324857,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421,0.1111111111111111,0.09923664122137404,0.022687400318979263,L1,11,2000,0.014180910829548171,0.05699580369983648,0.04346657316503039,0.16842739378566896
blacklist,bl_span_practical__ni_k5_r2,research_supported,"Parncutt MaxPrac; physical must-alert; Noinfo k=5, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,40336,0.07930462957683619,0.09286028367324857,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421,0.1111111111111111,0.09923664122137404,0.022687400318979263,L1,11,2000,0.014180910829548171,0.05699580369983648,0.04346657316503039,0.16842739378566896
blacklist,bl_practical_or_crossing__ni_k5_r4,mixed,"MaxPrac OR crossing; physical must-alert; Noinfo k=5, radius=4","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,41247,0.0810957471280187,0.09495755951682079,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421,0.1111111111111111,0.09923664122137404,0.022687400318979263,L1,11,2000,0.014180910829548171,0.05699580369983648,0.04346657316503039,0.16842739378566896
blacklist,bl_span_practical__ni_k5_r4,research_supported,"Parncutt MaxPrac; physical must-alert; Noinfo k=5, radius=4","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,41247,0.0810957471280187,0.09495755951682079,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421,0.1111111111111111,0.09923664122137404,0.022687400318979263,L1,11,2000,0.014180910829548171,0.05699580369983648,0.04346657316503039,0.16842739378566896
blacklist,bl_step_crossing__ni_k2_r2,exploratory,"crossing and <=2 semitones; physical must-alert; Noinfo k=2, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,43719,0.0859559475523032,0.10064852097160736,1800,133,0.07388888888888889,392,15,0.03826530612244898,0.11278195488721804,0.08380681818181818,0.5178763234617155,0.1282051282051282,0.11278195488721804,0.02660919049651444,L1,11,2000,0.02083025147928994,0.0565627928570814,0.07017543859649122,0.19642857142857142
blacklist,bl_practical_or_crossing__ni_k3_r1,mixed,"MaxPrac OR crossing; physical must-alert; Noinfo k=3, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,43832,0.08617811690826765,0.10090866605428975,1800,146,0.0811111111111111,392,14,0.03571428571428571,0.0958904109589041,0.09375,0.44031311154598823,0.11965811965811966,0.0958904109589041,0.024095851023204617,L1,11,2000,0.017810199195988977,0.05806550261418565,0.04739274133200299,0.1579057017543859
blacklist,bl_span_practical__ni_k3_r1,research_supported,"Parncutt MaxPrac; physical must-alert; Noinfo k=3, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,43832,0.08617811690826765,0.10090866605428975,1800,146,0.0811111111111111,392,14,0.03571428571428571,0.0958904109589041,0.09375,0.44031311154598823,0.11965811965811966,0.0958904109589041,0.024095851023204617,L1,11,2000,0.017810199195988977,0.05806550261418565,0.04739274133200299,0.1579057017543859
blacklist,bl_practical_or_rate995,mixed,MaxPrac OR LOPO q99.5,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,44172,0.0868465910766563,0.10169140347121022,1800,139,0.07722222222222222,392,15,0.03826530612244898,0.1079136690647482,0.08806818181818182,0.4955219497871091,0.1282051282051282,0.1079136690647482,0.026702551834130776,L1,11,2000,0.014923158687275787,0.06422565741936893,0.041666666666666664,0.1896583186508935
blacklist,bl_practical_or_rate995__ni_k5_r1,mixed,"MaxPrac OR LOPO q99.5; physical must-alert; Noinfo k=5, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,44593,0.08767431938516106,0.10266061656686765,1800,139,0.07722222222222222,392,15,0.03826530612244898,0.1079136690647482,0.08806818181818182,0.4955219497871091,0.1282051282051282,0.1079136690647482,0.026702551834130776,L1,11,2000,0.014923158687275787,0.06422565741936893,0.041666666666666664,0.1896583186508935
blacklist,bl_rate_q995__ni_k2_r2,empirically_calibrated,"LOPO 99.5th percentile; physical must-alert; Noinfo k=2, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,44868,0.08821499702135775,0.10329371300702392,1800,135,0.075,392,15,0.03826530612244898,0.1111111111111111,0.08522727272727272,0.5102040816326531,0.1282051282051282,0.1111111111111111,0.027594038981362923,L1,11,2000,0.02089532753984646,0.0529421503700818,0.07388644023852736,0.17333333333333334
blacklist,bl_practical_or_rate995__ni_k5_r2,mixed,"MaxPrac OR LOPO q99.5; physical must-alert; Noinfo k=5, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,45058,0.08858855611545728,0.10373112509295007,1800,139,0.07722222222222222,392,15,0.03826530612244898,0.1079136690647482,0.08806818181818182,0.4955219497871091,0.1282051282051282,0.1079136690647482,0.026702551834130776,L1,11,2000,0.014923158687275787,0.06422565741936893,0.041666666666666664,0.1896583186508935
blacklist,bl_practical_or_rate995__ni_k5_r4,mixed,"MaxPrac OR LOPO q99.5; physical must-alert; Noinfo k=5, radius=4","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,45956,0.09035411436020141,0.10579847274116945,1800,139,0.07722222222222222,392,15,0.03826530612244898,0.1079136690647482,0.08806818181818182,0.4955219497871091,0.1282051282051282,0.1079136690647482,0.026702551834130776,L1,11,2000,0.014923158687275787,0.06422565741936893,0.041666666666666664,0.1896583186508935
blacklist,bl_rate_q990__ni_k2_r2,empirically_calibrated,"LOPO 99th percentile; physical must-alert; Noinfo k=2, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,46320,0.09106977494047631,0.10663646221104903,1800,143,0.07944444444444444,392,17,0.04336734693877551,0.11888111888111888,0.08948863636363637,0.5458826887398316,0.1452991452991453,0.11888111888111888,0.03374483263215657,L1,11,2000,0.02361896342591641,0.05882651841224293,0.07692307692307693,0.1800138888888888
blacklist,bl_practical_or_crossing__ni_k3_r2,mixed,"MaxPrac OR crossing; physical must-alert; Noinfo k=3, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,48172,0.09471099305769914,0.11090007896439236,1800,161,0.08944444444444444,392,16,0.04081632653061224,0.09937888198757763,0.10298295454545454,0.4563316009633667,0.13675213675213677,0.09937888198757763,0.02800430172742997,L1,11,2000,0.021125699983030714,0.06220270957113061,0.049584731200392765,0.1635323229198886
blacklist,bl_span_practical__ni_k3_r2,research_supported,"Parncutt MaxPrac; physical must-alert; Noinfo k=3, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,48172,0.09471099305769914,0.11090007896439236,1800,161,0.08944444444444444,392,16,0.04081632653061224,0.09937888198757763,0.10298295454545454,0.4563316009633667,0.13675213675213677,0.09937888198757763,0.02800430172742997,L1,11,2000,0.021125699983030714,0.06220270957113061,0.049584731200392765,0.1635323229198886
blacklist,bl_two_signal_strict__ni_k3_r4,mixed,"at least 2 of 4 families; physical must-alert; Noinfo k=3, radius=4","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,48510,0.09537553502509727,0.11167821204356625,1800,148,0.08222222222222222,392,23,0.058673469387755105,0.1554054054054054,0.08877840909090909,0.713596249310535,0.19658119658119658,0.1554054054054054,0.04468539840852666,L1,11,2000,0.040187741644725924,0.07692307692307693,0.1147514879398559,0.21008403361344538
blacklist,bl_practical_or_rate995__ni_k3_r1,mixed,"MaxPrac OR LOPO q99.5; physical must-alert; Noinfo k=3, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,48522,0.0953991282310404,0.11170583807004579,1800,154,0.08555555555555555,392,16,0.04081632653061224,0.1038961038961039,0.09801136363636363,0.47707394646170165,0.13675213675213677,0.1038961038961039,0.028111002538356133,L1,11,2000,0.019416952628054904,0.06514835009205494,0.047619047619047616,0.17500456204379558
blacklist,bl_crossing__ni_k2_r2,research_supported_corroboration_required,"non-thumb crossing; physical must-alert; Noinfo k=2, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,48744,0.09583560254098827,0.1122169195599174,1800,151,0.08388888888888889,392,19,0.04846938775510204,0.12582781456953643,0.09375,0.5777807811866469,0.1623931623931624,0.12582781456953643,0.03229100867833262,L1,11,2000,0.02392948193377817,0.07781030803110217,0.06868927827897293,0.2153977272727272
blacklist,bl_two_signal_strict__ni_k2_r1,mixed,"at least 2 of 4 families; physical must-alert; Noinfo k=2, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,49999,0.09830305866254048,0.11510614149590329,1800,152,0.08444444444444445,392,21,0.05357142857142857,0.13815789473684212,0.09303977272727272,0.6343984962406016,0.1794871794871795,0.13815789473684212,0.040307250734604325,L1,11,2000,0.024509303721488594,0.08562712251001064,0.07352450980392157,0.2012987012987013
blacklist,bl_practical_or_rate995__ni_k3_r2,mixed,"MaxPrac OR LOPO q99.5; physical must-alert; Noinfo k=3, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,52797,0.10380420784827996,0.12154761000338418,1800,169,0.09388888888888888,392,18,0.04591836734693878,0.10650887573964497,0.10724431818181818,0.48907136819224734,0.15384615384615385,0.10650887573964497,0.032019453242581486,L1,11,2000,0.023668639053254437,0.06934393881186043,0.0505038921323325,0.17830149501661127
blacklist,bl_rate_q975__ni_k2_r2,empirically_calibrated,"LOPO 97.5th percentile; physical must-alert; Noinfo k=2, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,53954,0.1060789861212966,0.12421121938978712,1800,167,0.09277777777777778,392,19,0.04846938775510204,0.11377245508982035,0.10511363636363637,0.5224245386777465,0.1623931623931624,0.11377245508982035,0.043937140324464274,L1,11,2000,0.029411764705882353,0.0637267406962785,0.0759463675085488,0.1711727138097001
blacklist,bl_practical_or_crossing__ni_k3_r4,mixed,"MaxPrac OR crossing; physical must-alert; Noinfo k=3, radius=4","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,56320,0.11073077989308346,0.12965815094400435,1800,188,0.10444444444444445,392,20,0.05102040816326531,0.10638297872340426,0.11931818181818182,0.4884932696482849,0.17094017094017094,0.10638297872340426,0.03701945324258149,L1,11,2000,0.034061193395223587,0.07089618397374828,0.06763121817469643,0.15432659932659928
blacklist,bl_span_practical__ni_k3_r4,research_supported,"Parncutt MaxPrac; physical must-alert; Noinfo k=3, radius=4","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,56320,0.11073077989308346,0.12965815094400435,1800,188,0.10444444444444445,392,20,0.05102040816326531,0.10638297872340426,0.11931818181818182,0.4884932696482849,0.17094017094017094,0.10638297872340426,0.03701945324258149,L1,11,2000,0.034061193395223587,0.07089618397374828,0.06763121817469643,0.15432659932659928
blacklist,bl_practical_or_crossing__ni_k2_r1,mixed,"MaxPrac OR crossing; physical must-alert; Noinfo k=2, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,57632,0.1133103037428655,0.13267859650576808,1800,194,0.10777777777777778,392,18,0.04591836734693878,0.09278350515463918,0.125,0.4260467073427309,0.15384615384615385,0.09278350515463918,0.032641305568659164,L1,11,2000,0.021107294857408587,0.07477016043106333,0.04650777760665332,0.14835253456221198
blacklist,bl_span_practical__ni_k2_r1,research_supported,"Parncutt MaxPrac; physical must-alert; Noinfo k=2, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,57632,0.1133103037428655,0.13267859650576808,1800,194,0.10777777777777778,392,18,0.04591836734693878,0.09278350515463918,0.125,0.4260467073427309,0.15384615384615385,0.09278350515463918,0.032641305568659164,L1,11,2000,0.021107294857408587,0.07477016043106333,0.04650777760665332,0.14835253456221198
blacklist,bl_practical_or_rate995__ni_k3_r4,mixed,"MaxPrac OR LOPO q99.5; physical must-alert; Noinfo k=3, radius=4","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,60798,0.11953497791086093,0.13996726315862174,1800,196,0.10888888888888888,392,22,0.05612244897959184,0.11224489795918367,0.12357954545454546,0.5154102457309455,0.18803418803418803,0.11224489795918367,0.041034604757733004,L1,11,2000,0.03738027514947466,0.07451372549019605,0.06913978948553418,0.16666666666666666
blacklist,bl_practical_or_rate995__ni_k2_r1,mixed,"MaxPrac OR LOPO q99.5; physical must-alert; Noinfo k=2, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,62215,0.12232094231264537,0.1432294364520815,1800,202,0.11222222222222222,392,20,0.05102040816326531,0.09900990099009901,0.12926136363636365,0.4546373004647404,0.17094017094017094,0.09900990099009901,0.03665645708381068,L1,11,2000,0.02300806610269526,0.08383506709209317,0.0449438202247191,0.160353504167953
blacklist,bl_two_signal_strict__ni_k2_r2,mixed,"at least 2 of 4 families; physical must-alert; Noinfo k=2, radius=2","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,67000,0.1317287331824679,0.15424531451080062,1800,202,0.11222222222222222,392,26,0.0663265306122449,0.12871287128712872,0.125,0.5910284906041625,0.2222222222222222,0.12871287128712872,0.049513041031943913,L1,11,2000,0.038461538461538464,0.09775031960304215,0.08375872600349041,0.18493321917808217
blacklist,bl_span_comfortable,research_supported,Parncutt MaxComf,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,69306,0.1362625609245391,0.15955411593262012,1800,233,0.12944444444444445,392,22,0.05612244897959184,0.0944206008583691,0.14985795454545456,0.43356398353332753,0.18803418803418803,0.0944206008583691,0.04116142629300524,L1,11,2000,0.02958507010231148,0.08602614015572857,0.051998701298701294,0.13526641091219094
blacklist,bl_span_comfortable__ni_k5_r1,research_supported,"Parncutt MaxComf; physical must-alert; Noinfo k=5, radius=1","unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,69681,0.13699984861026188,0.16041742926010594,1800,233,0.12944444444444445,392,22,0.05612244897959184,0.0944206008583691,0.14985795454545456,0.43356398353332753,0.18803418803418803,0.0944206008583691,0.04116142629300524,L1,11,2000,0.02958507010231148,0.08602614015572857,0.051998701298701294,0.13526641091219094
